league,journey,season,date,hours,referee,stadium,team1,team2,action_minute,action_score,action_description,action_type,action_team,link
Ligue 1,Journée 24,2024/2025,02/03/2025,17:15,Jeremy Stinat,Stade Raymond Kopa,Angers,Toulouse,72,0:3,Pierrick Capelle pour Jean-Eudes Aholou,Substitute,Angers,
Ligue 1,Journée 24,2024/2025,02/03/2025,17:15,Jeremy Stinat,Stade Raymond Kopa,Angers,Toulouse,72,0:3,Justin-Noël Kalumba pour Farid El Melali,Substitute,Angers,
Ligue 1,Journée 24,2024/2025,02/03/2025,17:15,Jeremy Stinat,Stade Raymond Kopa,Angers,Toulouse,76,0:3,Jaydee Canvot pour Vincent Sierro,Substitute,Toulouse,
Ligue 1,Journée 24,2024/2025,02/03/2025,17:15,Jeremy Stinat,Stade Raymond Kopa,Angers,Toulouse,76,0:3,Waren Kamanzi pour Rafik Messali,Substitute,Toulouse,
Ligue 1,Journée 24,2024/2025,02/03/2025,17:15,Jeremy Stinat,Stade Raymond Kopa,Angers,Toulouse,76,0:3,Noah Edjouma pour Frank Magri,Substitute,Toulouse,
Ligue 1,Journée 24,2024/2025,02/03/2025,17:15,Jeremy Stinat,Stade Raymond Kopa,Angers,Toulouse,83,0:3,Marius Courcoul pour Yassin Belkhdim,Substitute,Angers,
Ligue 1,Journée 24,2024/2025,02/03/2025,17:15,Jeremy Stinat,Stade Raymond Kopa,Angers,Toulouse,83,0:3,Miha Zajc pour Cristian Cásseres Jr.,Substitute,Toulouse,
Ligue 1,Journée 24,2024/2025,02/03/2025,17:15,Jeremy Stinat,Stade Raymond Kopa,Angers,Toulouse,84,0:3,Waren Kamanzi,Yellow Card,Toulouse,
Ligue 1,Journée 24,2024/2025,02/03/2025,17:15,Jeremy Stinat,Stade Raymond Kopa,Angers,Toulouse,94,0:4,Noah Edjouma - Passe décisive : Waren Kamanzi,Goal,Toulouse,
Ligue 1,Journée 24,2024/2025,02/03/2025,17:15,Jeremy Stinat,Stade Raymond Kopa,Angers,Toulouse,96,0:4,Pierrick Capelle,Yellow Card,Angers,
Ligue 1,Journée 24,2024/2025,02/03/2025,17:15,Jeremy Stinat,Stade Raymond Kopa,Angers,Toulouse,96,0:4,Yann Gboho,Yellow Card,Toulouse,
Ligue 1,Journée 24,2024/2025,02/03/2025,20:45,Stéphanie Frappart,Orange Vélodrome,Marseille,Nantes,24,0:0,Pol Lirola pour Michael Amir Murillo,Substitute,Marseille,https://fbref.com/fr/matchs/ef2b73e7/Marseille-Nantes-2-Mars-2025-Ligue-1
Ligue 1,Journée 24,2024/2025,02/03/2025,20:45,Stéphanie Frappart,Orange Vélodrome,Marseille,Nantes,37,0:0,Pierre Højbjerg,Yellow Card,Marseille,
Ligue 1,Journée 24,2024/2025,02/03/2025,20:45,Stéphanie Frappart,Orange Vélodrome,Marseille,Nantes,46,0:0,Kelvin Amian pour Francis Coquelin,Substitute,Nantes,
Ligue 1,Journée 24,2024/2025,02/03/2025,20:45,Stéphanie Frappart,Orange Vélodrome,Marseille,Nantes,51,0:0,Kelvin Amian,Yellow Card,Nantes,
Ligue 1,Journée 24,2024/2025,02/03/2025,20:45,Stéphanie Frappart,Orange Vélodrome,Marseille,Nantes,58,0:0,Valentin Rongier pour Ismaël Bennacer,Substitute,Marseille,
Ligue 1,Journée 24,2024/2025,02/03/2025,20:45,Stéphanie Frappart,Orange Vélodrome,Marseille,Nantes,59,0:0,Amar Dedić pour Quentin Merlin,Substitute,Marseille,
Ligue 1,Journée 24,2024/2025,02/03/2025,20:45,Stéphanie Frappart,Orange Vélodrome,Marseille,Nantes,70,0:0,Mostafa Mohamed pour Matthis Abline,Substitute,Nantes,
Ligue 1,Journée 24,2024/2025,02/03/2025,20:45,Stéphanie Frappart,Orange Vélodrome,Marseille,Nantes,70,0:0,Meschak Elia pour Moses Simon,Substitute,Nantes,
Ligue 1,Journée 24,2024/2025,02/03/2025,20:45,Stéphanie Frappart,Orange Vélodrome,Marseille,Nantes,73,1:0,Amine Gouiri - Passe décisive : Valentin Rongier,Goal,Marseille,
Ligue 1,Journée 24,2024/2025,02/03/2025,20:45,Stéphanie Frappart,Orange Vélodrome,Marseille,Nantes,75,1:0,Louis Leroux,Yellow Card,Nantes,
Ligue 1,Journée 24,2024/2025,02/03/2025,20:45,Stéphanie Frappart,Orange Vélodrome,Marseille,Nantes,77,2:0,Mason Greenwood,Goal,Marseille,
Ligue 1,Journée 24,2024/2025,02/03/2025,20:45,Stéphanie Frappart,Orange Vélodrome,Marseille,Nantes,78,2:0,Luiz Felipe pour Pol Lirola,Substitute,Marseille,
Ligue 1,Journée 24,2024/2025,02/03/2025,20:45,Stéphanie Frappart,Orange Vélodrome,Marseille,Nantes,79,2:0,Bilal Nadir pour Mason Greenwood,Substitute,Marseille,
Ligue 1,Journée 24,2024/2025,02/03/2025,20:45,Stéphanie Frappart,Orange Vélodrome,Marseille,Nantes,79,2:0,Sorba Thomas pour Marcus Coco,Substitute,Nantes,
Ligue 1,Journée 24,2024/2025,02/03/2025,20:45,Stéphanie Frappart,Orange Vélodrome,Marseille,Nantes,79,2:0,Bahereba Guirassy pour Pedro Chirivella,Substitute,Nantes,
Ligue 1,Journée 25,2024/2025,07/03/2025,20:45,Marc Bollengier,Stadium de Toulouse,Toulouse,Monaco,1,0:0,Christian Mawissa,Yellow Card,Monaco,
Ligue 1,Journée 25,2024/2025,07/03/2025,20:45,Marc Bollengier,Stadium de Toulouse,Toulouse,Monaco,17,0:1,Takumi Minamino - Passe décisive : Mika Biereth,Goal,Monaco,
Ligue 1,Journée 25,2024/2025,07/03/2025,20:45,Marc Bollengier,Stadium de Toulouse,Toulouse,Monaco,46,0:1,Charlie Cresswell,Yellow Card,Toulouse,https://fbref.com/fr/matchs/807e72ae/Toulouse-Monaco-7-Mars-2025-Ligue-1
Ligue 1,Journée 25,2024/2025,07/03/2025,20:45,Marc Bollengier,Stadium de Toulouse,Toulouse,Monaco,59,0:1,Yann Gboho pour Rafik Messali,Substitute,Toulouse,
Ligue 1,Journée 25,2024/2025,07/03/2025,20:45,Marc Bollengier,Stadium de Toulouse,Toulouse,Monaco,71,0:1,Miha Zajc pour Jaydee Canvot,Substitute,Toulouse,
Ligue 1,Journée 25,2024/2025,07/03/2025,20:45,Marc Bollengier,Stadium de Toulouse,Toulouse,Monaco,74,0:1,Eliesse Ben Seghir pour Takumi Minamino,Substitute,Monaco,
Ligue 1,Journée 25,2024/2025,07/03/2025,20:45,Marc Bollengier,Stadium de Toulouse,Toulouse,Monaco,74,0:1,Breel Embolo,Yellow Card,Monaco,
Ligue 1,Journée 25,2024/2025,07/03/2025,20:45,Marc Bollengier,Stadium de Toulouse,Toulouse,Monaco,74,0:1,George Ilenikhena pour Breel Embolo,Substitute,Monaco,
Ligue 1,Journée 25,2024/2025,07/03/2025,20:45,Marc Bollengier,Stadium de Toulouse,Toulouse,Monaco,81,0:1,Noah Edjouma pour Shavy Babicka,Substitute,Toulouse,
Ligue 1,Journée 25,2024/2025,07/03/2025,20:45,Marc Bollengier,Stadium de Toulouse,Toulouse,Monaco,82,0:1,Wilfried Singo pour Mika Biereth,Substitute,Monaco,
Ligue 1,Journée 25,2024/2025,07/03/2025,20:45,Marc Bollengier,Stadium de Toulouse,Toulouse,Monaco,90,0:1,Maghnes Akliouche,Yellow Card,Monaco,
Ligue 1,Journée 25,2024/2025,07/03/2025,20:45,Marc Bollengier,Stadium de Toulouse,Toulouse,Monaco,91,1:1,Frank Magri - Passe décisive : Aron Dønnum,Goal,Toulouse,
Ligue 1,Journée 25,2024/2025,08/03/2025,17:00,Mathieu Vernice,Roazhon Park,Rennes,Paris Saint-Germain,27,0:1,Bradley Barcola - Passe décisive : Désiré Doué,Goal,Paris Saint-Germain,
Ligue 1,Journée 25,2024/2025,08/03/2025,17:00,Mathieu Vernice,Roazhon Park,Rennes,Paris Saint-Germain,34,0:1,Brice Samba,Yellow Card,Rennes,https://fbref.com/fr/matchs/24b4e6dd/Rennes-Paris-Saint-Germain-8-Mars-2025-Ligue-1
Ligue 1,Journée 25,2024/2025,08/03/2025,17:00,Mathieu Vernice,Roazhon Park,Rennes,Paris Saint-Germain,36,0:1,Lucas Hernández,Yellow Card,Paris Saint-Germain,
Ligue 1,Journée 25,2024/2025,08/03/2025,17:00,Mathieu Vernice,Roazhon Park,Rennes,Paris Saint-Germain,47,0:1,Bradley Barcola,Yellow Card,Paris Saint-Germain,
Ligue 1,Journée 25,2024/2025,08/03/2025,17:00,Mathieu Vernice,Roazhon Park,Rennes,Paris Saint-Germain,50,0:2,Gonçalo Ramos - Passe décisive : Bradley Barcola,Goal,Paris Saint-Germain,
Ligue 1,Journée 25,2024/2025,08/03/2025,17:00,Mathieu Vernice,Roazhon Park,Rennes,Paris Saint-Germain,53,1:2,Lilian Brassier - Passe décisive : Jérémy Jacquet,Goal,Rennes,
Ligue 1,Journée 25,2024/2025,08/03/2025,17:00,Mathieu Vernice,Roazhon Park,Rennes,Paris Saint-Germain,58,1:2,Anthony Rouault,Yellow Card,Rennes,
Ligue 1,Journée 25,2024/2025,08/03/2025,17:00,Mathieu Vernice,Roazhon Park,Rennes,Paris Saint-Germain,64,1:2,Ousmane Dembélé pour Gonçalo Ramos,Substitute,Paris Saint-Germain,
Ligue 1,Journée 25,2024/2025,08/03/2025,17:00,Mathieu Vernice,Roazhon Park,Rennes,Paris Saint-Germain,64,1:2,Nuno Mendes pour Lucas Hernández,Substitute,Paris Saint-Germain,
Ligue 1,Journée 25,2024/2025,08/03/2025,17:00,Mathieu Vernice,Roazhon Park,Rennes,Paris Saint-Germain,64,1:2,Vitinha pour Lee Kang-in,Substitute,Paris Saint-Germain,
Ligue 1,Journée 25,2024/2025,08/03/2025,17:00,Mathieu Vernice,Roazhon Park,Rennes,Paris Saint-Germain,65,1:2,Khvicha Kvaratskhelia pour João Neves,Substitute,Paris Saint-Germain,
Ligue 1,Journée 25,2024/2025,08/03/2025,17:00,Mathieu Vernice,Roazhon Park,Rennes,Paris Saint-Germain,72,1:2,Azor Matusiwa pour Ismaël Koné,Substitute,Rennes,
Ligue 1,Journée 25,2024/2025,08/03/2025,17:00,Mathieu Vernice,Roazhon Park,Rennes,Paris Saint-Germain,72,1:2,Seko Fofana pour Jordan James,Substitute,Rennes,
Ligue 1,Journée 25,2024/2025,08/03/2025,17:00,Mathieu Vernice,Roazhon Park,Rennes,Paris Saint-Germain,74,1:2,Achraf Hakimi pour Bradley Barcola,Substitute,Paris Saint-Germain,
Ligue 1,Journée 25,2024/2025,08/03/2025,17:00,Mathieu Vernice,Roazhon Park,Rennes,Paris Saint-Germain,81,1:2,Kyogo Furuhashi pour Mohamed Meité,Substitute,Rennes,
Ligue 1,Journée 25,2024/2025,08/03/2025,17:00,Mathieu Vernice,Roazhon Park,Rennes,Paris Saint-Germain,83,1:2,Musa Al-Taamari pour Ludovic Blas,Substitute,Rennes,
Ligue 1,Journée 25,2024/2025,08/03/2025,17:00,Mathieu Vernice,Roazhon Park,Rennes,Paris Saint-Germain,91,1:3,Ousmane Dembélé - Passe décisive : Achraf Hakimi,Goal,Paris Saint-Germain,
Ligue 1,Journée 25,2024/2025,08/03/2025,17:00,Mathieu Vernice,Roazhon Park,Rennes,Paris Saint-Germain,94,1:4,Ousmane Dembélé - Passe décisive : Vitinha,Goal,Paris Saint-Germain,
Ligue 1,Journée 25,2024/2025,08/03/2025,17:00,Mathieu Vernice,Roazhon Park,Rennes,Paris Saint-Germain,97,1:4,Achraf Hakimi,Yellow Card,Paris Saint-Germain,
Ligue 1,Journée 25,2024/2025,08/03/2025,19:00,Jérémie Pignard,Decathlon Arena - Stade Pierre-Mauroy,Lille,Montpellier,9,0:0,Alexsandro Ribeiro,Yellow Card,Lille,https://fbref.com/fr/matchs/3de20b0f/Lille-Montpellier-8-Mars-2025-Ligue-1
Ligue 1,Journée 25,2024/2025,08/03/2025,19:00,Jérémie Pignard,Decathlon Arena - Stade Pierre-Mauroy,Lille,Montpellier,36,0:0,Rabby Nzingoula,Yellow Card,Montpellier,
Ligue 1,Journée 25,2024/2025,08/03/2025,19:00,Jérémie Pignard,Decathlon Arena - Stade Pierre-Mauroy,Lille,Montpellier,46,0:0,Ismaily pour Mitchel Bakker,Substitute,Lille,
Ligue 1,Journée 25,2024/2025,08/03/2025,19:00,Jérémie Pignard,Decathlon Arena - Stade Pierre-Mauroy,Lille,Montpellier,50,1:0,Jonathan David - Passe décisive : Ismaily,Goal,Lille,
Ligue 1,Journée 25,2024/2025,08/03/2025,19:00,Jérémie Pignard,Decathlon Arena - Stade Pierre-Mauroy,Lille,Montpellier,67,1:0,Aïssa Mandi pour Thomas Meunier,Substitute,Lille,
Ligue 1,Journée 25,2024/2025,08/03/2025,19:00,Jérémie Pignard,Decathlon Arena - Stade Pierre-Mauroy,Lille,Montpellier,68,1:0,Chuba Akpom pour Jonathan David,Substitute,Lille,
Ligue 1,Journée 25,2024/2025,08/03/2025,19:00,Jérémie Pignard,Decathlon Arena - Stade Pierre-Mauroy,Lille,Montpellier,68,1:0,Othmane Maamma pour Yael Mouanga,Substitute,Montpellier,
Ligue 1,Journée 25,2024/2025,08/03/2025,19:00,Jérémie Pignard,Decathlon Arena - Stade Pierre-Mauroy,Lille,Montpellier,71,1:0,Théo Sainte-Luce,Yellow Card,Montpellier,
Ligue 1,Journée 25,2024/2025,08/03/2025,19:00,Jérémie Pignard,Decathlon Arena - Stade Pierre-Mauroy,Lille,Montpellier,75,1:0,Nicolas Pays pour Rabby Nzingoula,Substitute,Montpellier,
Ligue 1,Journée 25,2024/2025,08/03/2025,19:00,Jérémie Pignard,Decathlon Arena - Stade Pierre-Mauroy,Lille,Montpellier,76,1:0,Wahbi Khazri pour Tanguy Coulibaly,Substitute,Montpellier,
Ligue 1,Journée 25,2024/2025,08/03/2025,19:00,Jérémie Pignard,Decathlon Arena - Stade Pierre-Mauroy,Lille,Montpellier,76,1:0,Matias Fernandez-Pardo pour Hákon Arnar Haraldsson,Substitute,Lille,
Ligue 1,Journée 25,2024/2025,08/03/2025,19:00,Jérémie Pignard,Decathlon Arena - Stade Pierre-Mauroy,Lille,Montpellier,78,1:0,Boubakar Kouyaté,Yellow Card,Montpellier,
Ligue 1,Journée 25,2024/2025,08/03/2025,19:00,Jérémie Pignard,Decathlon Arena - Stade Pierre-Mauroy,Lille,Montpellier,84,1:0,Bafodé Diakité,Yellow Card,Lille,
Ligue 1,Journée 25,2024/2025,08/03/2025,19:00,Jérémie Pignard,Decathlon Arena - Stade Pierre-Mauroy,Lille,Montpellier,85,1:0,Wilfried Ndollo pour Falaye Sacko,Substitute,Montpellier,
Ligue 1,Journée 25,2024/2025,08/03/2025,19:00,Jérémie Pignard,Decathlon Arena - Stade Pierre-Mauroy,Lille,Montpellier,86,1:0,Nabil Bentaleb pour Ayyoub Bouaddi,Substitute,Lille,
Ligue 1,Journée 25,2024/2025,08/03/2025,21:05,Thomas Léonard,Orange Vélodrome,Marseille,Lens,46,0:0,Mason Greenwood pour Amar Dedić,Substitute,Marseille,https://fbref.com/fr/matchs/e5496a7e/Marseille-Lens-8-Mars-2025-Ligue-1
Ligue 1,Journée 25,2024/2025,08/03/2025,21:05,Thomas Léonard,Orange Vélodrome,Marseille,Lens,46,0:0,Luis Henrique pour Bilal Nadir,Substitute,Marseille,
Ligue 1,Journée 25,2024/2025,08/03/2025,21:05,Thomas Léonard,Orange Vélodrome,Marseille,Lens,53,0:0,Valentin Rongier,Yellow Card,Marseille,
Ligue 1,Journée 25,2024/2025,08/03/2025,21:05,Thomas Léonard,Orange Vélodrome,Marseille,Lens,60,0:0,Juma Bah,Yellow Card,Lens,
Ligue 1,Journée 25,2024/2025,08/03/2025,21:05,Thomas Léonard,Orange Vélodrome,Marseille,Lens,66,0:0,Anass Zaroury pour Andy Diouf,Substitute,Lens,
Ligue 1,Journée 25,2024/2025,08/03/2025,21:05,Thomas Léonard,Orange Vélodrome,Marseille,Lens,67,0:0,Rayan Fofana pour Wesley Saïd,Substitute,Lens,
Ligue 1,Journée 25,2024/2025,08/03/2025,21:05,Thomas Léonard,Orange Vélodrome,Marseille,Lens,70,0:0,Jon Rowe pour Quentin Merlin,Substitute,Marseille,
Ligue 1,Journée 25,2024/2025,08/03/2025,21:05,Thomas Léonard,Orange Vélodrome,Marseille,Lens,77,0:0,Ismaël Bennacer,Yellow Card,Marseille,
Ligue 1,Journée 25,2024/2025,08/03/2025,21:05,Thomas Léonard,Orange Vélodrome,Marseille,Lens,77,0:0,Neal Maupay pour Ismaël Bennacer,Substitute,Marseille,
Ligue 1,Journée 25,2024/2025,08/03/2025,21:05,Thomas Léonard,Orange Vélodrome,Marseille,Lens,83,0:0,Hamzat Ojediran pour Nampalys Mendy,Substitute,Lens,
Ligue 1,Journée 25,2024/2025,08/03/2025,21:05,Thomas Léonard,Orange Vélodrome,Marseille,Lens,84,0:0,Leonardo Balerdi,Yellow Card,Marseille,
Ligue 1,Journée 25,2024/2025,08/03/2025,21:05,Thomas Léonard,Orange Vélodrome,Marseille,Lens,94,0:1,Neil El Aynaoui - Passe décisive : Deiver Machado,Goal,Lens,
Ligue 1,Journée 25,2024/2025,09/03/2025,15:00,Abdelatif Kherradji,Stade Francis-Le Blé,Brest,Angers,19,1:0,Abdallah Sima - Passe décisive : Mathias Pereira Lage,Goal,Brest,https://fbref.com/fr/matchs/0723e59a/Brest-Angers-9-Mars-2025-Ligue-1
Ligue 1,Journée 25,2024/2025,09/03/2025,15:00,Abdelatif Kherradji,Stade Francis-Le Blé,Brest,Angers,37,1:0,Hugo Magnetti,Yellow Card,Brest,
Ligue 1,Journée 25,2024/2025,09/03/2025,15:00,Abdelatif Kherradji,Stade Francis-Le Blé,Brest,Angers,44,1:0,Romain Faivre pour Abdallah Sima,Substitute,Brest,
Ligue 1,Journée 25,2024/2025,09/03/2025,15:00,Abdelatif Kherradji,Stade Francis-Le Blé,Brest,Angers,60,2:0,Romain Faivre,Goal,Brest,
Ligue 1,Journée 25,2024/2025,09/03/2025,15:00,Abdelatif Kherradji,Stade Francis-Le Blé,Brest,Angers,64,2:0,Ibrahima Niane pour Esteban Lepaul,Substitute,Angers,
Ligue 1,Journée 25,2024/2025,09/03/2025,15:00,Abdelatif Kherradji,Stade Francis-Le Blé,Brest,Angers,64,2:0,Farid El Melali pour Carlens Arcus,Substitute,Angers,
Ligue 1,Journée 25,2024/2025,09/03/2025,15:00,Abdelatif Kherradji,Stade Francis-Le Blé,Brest,Angers,76,2:0,Jacques Ekomie pour Florent Hanin,Substitute,Angers,
Ligue 1,Journée 25,2024/2025,09/03/2025,15:00,Abdelatif Kherradji,Stade Francis-Le Blé,Brest,Angers,76,2:0,Zinedine Ferhat pour Jim Allevinah,Substitute,Angers,
Ligue 1,Journée 25,2024/2025,09/03/2025,15:00,Abdelatif Kherradji,Stade Francis-Le Blé,Brest,Angers,76,2:0,Marius Courcoul pour Lilian Raolisoa,Substitute,Angers,
Ligue 1,Journée 25,2024/2025,09/03/2025,15:00,Abdelatif Kherradji,Stade Francis-Le Blé,Brest,Angers,77,2:0,Abdoulaye Niakhate Ndiaye pour Brendan Chardonnet,Substitute,Brest,
Ligue 1,Journée 25,2024/2025,09/03/2025,15:00,Abdelatif Kherradji,Stade Francis-Le Blé,Brest,Angers,82,2:0,Emmanuel Biumla,Yellow Card,Angers,
Ligue 1,Journée 25,2024/2025,09/03/2025,17:15,Hakim Ben El Hadj Salem,Stade de la Beaujoire - Louis Fonteneau,Nantes,Strasbourg,7,0:0,Mamadou Sarr,Yellow Card,Strasbourg,
Ligue 1,Journée 25,2024/2025,09/03/2025,17:15,Hakim Ben El Hadj Salem,Stade de la Beaujoire - Louis Fonteneau,Nantes,Strasbourg,40,0:0,Douglas,Yellow Card,Nantes,https://fbref.com/fr/matchs/01d100ee/Nantes-Strasbourg-9-Mars-2025-Ligue-1
Ligue 1,Journée 25,2024/2025,09/03/2025,17:15,Hakim Ben El Hadj Salem,Stade de la Beaujoire - Louis Fonteneau,Nantes,Strasbourg,57,0:0,Pedro Chirivella pour Douglas,Substitute,Nantes,
Ligue 1,Journée 25,2024/2025,09/03/2025,17:15,Hakim Ben El Hadj Salem,Stade de la Beaujoire - Louis Fonteneau,Nantes,Strasbourg,70,0:0,Nicolas Cozza pour Marcus Coco,Substitute,Nantes,
Ligue 1,Journée 25,2024/2025,09/03/2025,17:15,Hakim Ben El Hadj Salem,Stade de la Beaujoire - Louis Fonteneau,Nantes,Strasbourg,70,0:0,Moses Simon pour Mostafa Mohamed,Substitute,Nantes,
Ligue 1,Journée 25,2024/2025,09/03/2025,17:15,Hakim Ben El Hadj Salem,Stade de la Beaujoire - Louis Fonteneau,Nantes,Strasbourg,79,0:1,Félix Lemaréchal - Passe décisive : Dilane Bakwa,Goal,Strasbourg,
Ligue 1,Journée 25,2024/2025,09/03/2025,17:15,Hakim Ben El Hadj Salem,Stade de la Beaujoire - Louis Fonteneau,Nantes,Strasbourg,83,0:1,Meschak Elia pour Johann Lepenant,Substitute,Nantes,
Ligue 1,Journée 25,2024/2025,09/03/2025,17:15,Hakim Ben El Hadj Salem,Stade de la Beaujoire - Louis Fonteneau,Nantes,Strasbourg,83,0:1,Bahereba Guirassy pour Sorba Thomas,Substitute,Nantes,
Ligue 1,Journée 25,2024/2025,09/03/2025,17:15,Hakim Ben El Hadj Salem,Stade de la Beaujoire - Louis Fonteneau,Nantes,Strasbourg,86,0:1,Eduard Sobol pour Dilane Bakwa,Substitute,Strasbourg,
